Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       2,495.0 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,357,773 | 1567324.3% | 
smsp__inst_executed.sum                                                |   152,221,022 |   950,366,538 |    524.3% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      97,624.2 |     464,853.2 |    376.2% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     103,952.6 |     341,580.6 |    228.6% | warp
dram__sectors_read.sum                                                 |    22,360,864 |    48,663,416 |    117.6% | sector
smsp__cycles_active.avg                                                |     2,758,033 |     5,967,817 |    116.4% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     354,996.3 |     764,565.6 |    115.4% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         22.42 |    103.8% | warp
dram__bytes_read.sum                                                   |         715.5 |          1.56 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     542,178.2 |     1,043,751 |     92.5% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         68.33 |         29.53 |    -56.8% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         60.57 |         26.80 |    -55.8% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         64.93 |         28.74 |    -55.7% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         53.24 |         24.98 |    -53.1% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.89 |         16.65 |    -49.4% | %
launch__registers_per_thread                                           |         153.0 |         115.0 |    -24.8% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    61,794,872 |    46,734,008 |    -24.4% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,249,625 |     1,507,438 |     20.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    64,698,227 |    74,349,611 |     14.9% | 
lts__t_sectors_op_read.sum                                             |   495,569,758 |   532,041,358 |      7.4% | sector
