Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.31 |         715.5 |  54522.1% | Gbyte
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,249,625 |    -57.9% | warp
dram__sectors_read.sum                                                 |    40,825,840 |    22,360,864 |    -45.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,242,230 |    61,794,872 |     36.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    64,698,227 |     29.7% | 
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     354,996.3 |    -27.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     129,827.1 |      97,624.2 |    -24.8% | warp
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         53.44 |         64.93 |     21.5% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         50.24 |         60.57 |     20.6% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         57.45 |         68.33 |     18.9% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |       1,554.0 |    -16.3% | 
smsp__cycles_active.avg                                                |     3,209,261 |     2,758,033 |    -14.1% | cycle
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     542,178.2 |    -13.4% | warp
smsp__inst_executed.sum                                                |   161,505,556 |   152,221,022 |     -5.7% | inst
