Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         599.0 |    15,847,687 | 2645590.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,099.0 |    17,054,720 |  19708.3% | 
dram__sectors_write.sum                                                |     312,320.0 |    44,119,088 |  14026.2% | sector
lts__t_sectors_op_write.sum                                            |     667,590.0 |    67,499,703 |  10011.0% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,023.1 |      28,413.0 |   2677.3% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.9 |       2,492.3 |   1018.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         608.5 |       4,518.7 |    642.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      10,504.3 |      20,540.0 |     95.5% | warp
launch__registers_per_thread                                           |         96.00 |         158.0 |     64.6% | register/thread
smsp__inst_executed.sum                                                |    44,463,991 |    71,298,428 |     60.4% | inst
dram__sectors_read.sum                                                 |   137,011,184 |   102,585,408 |    -25.1% | sector
smsp__warps_issue_stalled_wait.avg                                     |     270,324.1 |     336,507.8 |     24.5% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     224,147.0 |     278,663.8 |     24.3% | warp
lts__t_sectors.sum                                                     |   550,784,541 |   670,622,026 |     21.8% | sector
lts__t_sectors_op_read.sum                                             |   549,901,668 |   602,678,736 |      9.6% | sector
