Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,931.0 |    29,503,720 | 1527798.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |       1,956.3 |  17684.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      12,607.9 |     130,424.3 |    934.5% | warp
smsp__inst_executed.sum                                                |   176,235,349 |   986,445,312 |    459.7% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       7,334.8 |      29,602.3 |    303.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     117,804.3 |     398,561.2 |    238.3% | warp
dram__bytes_read.sum                                                   |         723.0 |          1.43 |    -99.8% | Mbyte
dram__sectors_read.sum                                                 |    22,593,976 |    44,609,384 |     97.4% | sector
smsp__warps_issue_stalled_wait.avg                                     |     678,692.7 |     1,201,798 |     77.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,695,165 |    80,219,274 |     61.4% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,481,568 |     1,151,136 |    -53.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     106,247.1 |     150,466.9 |     41.6% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         65.63 |         46.61 |    -29.0% | %
smsp__cycles_active.avg                                                |     2,969,930 |     3,759,829 |     26.6% | cycle
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         56.93 |         42.75 |    -24.9% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         60.83 |         45.68 |    -24.9% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         50.70 |         39.47 |    -22.1% | %
smsp__warps_issue_stalled_barrier.avg                                  |     505,915.9 |     556,958.1 |     10.1% | warp
lts__t_sectors_op_read.sum                                             |   510,654,387 |   540,208,318 |      5.8% | sector
