Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       2,355.3 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         595.0 |    46,541,211 | 7821952.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,565.0 |    24,118,892 | 1541043.3% | 
dram__sectors_write.sum                                                |     109,256.0 |   176,607,536 | 161545.6% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         849.0 |     376,101.0 |  44198.8% | warp
lts__t_sectors_op_write.sum                                            |     1,053,029 |   268,480,949 |  25396.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     310,038.0 |    73,906,937 |  23738.0% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         431.9 |   3826.3% | warp
smsp__inst_executed.sum                                                |    49,971,029 |   942,898,679 |   1786.9% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      86,674.4 |     479,749.9 |    453.5% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.89 |         17.75 |    263.0% | %
smsp__warps_issue_stalled_wait.avg                                     |     306,131.0 |     1,047,114 |    242.0% | warp
dram__sectors_read.sum                                                 |    27,533,880 |    74,483,576 |    170.5% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     303,454.8 |     777,555.1 |    156.2% | warp
smsp__cycles_active.avg                                                |     2,515,741 |     6,072,274 |    141.4% | cycle
dram__bytes_read.sum                                                   |         881.1 |          2.38 |    -99.7% | Mbyte
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         69.72 |         27.45 |    -60.6% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         71.14 |         28.19 |    -60.4% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         52.24 |         24.20 |    -53.7% | %
lts__t_sectors.sum                                                     |   550,849,476 |   830,800,328 |     50.8% | sector
lts__t_sector_hit_rate.pct                                             |         90.01 |         53.70 |    -40.3% | %
launch__registers_per_thread                                           |         86.00 |         116.0 |     34.9% | register/thread
