Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      19,402.4 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     246,530.6 |    700.2% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.69 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       7,363.4 |    -66.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     367,695.6 |     61.2% | warp
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,300,948 |    -52.5% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   187,926,832 |     40.5% | sector
smsp__inst_executed.sum                                                |   163,089,410 |    98,100,030 |    -39.8% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,453,404 |    -37.9% | 
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         54.18 |     32.1% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      92,824.7 |    -31.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    46,698,042 |    -22.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    21,954,195 |     14.6% | 
lts__t_sectors_op_read.sum                                             |   606,622,897 |   652,689,913 |      7.6% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   720,506,676 |      6.9% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,420.5 |     -5.7% | warp
