Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      21,637.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     250,670.6 |    713.6% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.66 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       7,532.7 |    -65.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     372,843.3 |     63.4% | warp
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,313,869 |    -52.0% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   196,317,656 |     46.8% | sector
smsp__inst_executed.sum                                                |   163,089,410 |    99,546,444 |    -39.0% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,535,629 |    -37.7% | 
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         55.74 |     36.0% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      95,295.4 |    -29.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    46,031,314 |    -23.8% | 
lts__t_sectors_op_read.sum                                             |   606,622,897 |   681,939,683 |     12.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    21,501,547 |     12.2% | 
lts__t_sectors.sum                                                     |   673,865,121 |   749,636,793 |     11.2% | sector
