Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |    29,627,824 | 1434661.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      27,775.5 |     179,909.3 |    547.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    15,864,459 |    50,133,511 |    216.0% | 
dram__sectors_read.sum                                                 |   103,068,232 |   172,390,024 |     67.3% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         33.95 |         50.72 |     49.4% | %
smsp__warps_issue_stalled_not_selected.avg                             |       4,928.8 |       7,198.7 |     46.1% | warp
smsp__inst_executed.sum                                                |    72,383,978 |   103,849,978 |     43.5% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    14,684,808 |    19,050,829 |     29.7% | 
launch__registers_per_thread                                           |         160.0 |         117.0 |    -26.9% | register/thread
lts__t_sector_hit_rate.pct                                             |         64.81 |         53.43 |    -17.6% | %
smsp__warps_issue_stalled_wait.avg                                     |     338,960.2 |     386,705.6 |     14.1% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,396,683 |     2,094,756 |    -12.6% | warp
lts__t_sectors_op_read.sum                                             |   572,220,357 |   638,332,017 |     11.6% | sector
lts__t_sectors.sum                                                     |   640,324,391 |   706,469,847 |     10.3% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,825.0 |       2,595.5 |     -8.1% | warp
