Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    54,625,344 | 9196085.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,893.0 |    28,876,238 | 1525322.0% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         447.4 |     380,479.7 |  84940.5% | warp
dram__sectors_write.sum                                                |     106,592.0 |    59,298,936 |  55531.7% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     465,061.0 |    89,045,225 |  19047.0% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         533.9 |   4753.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       3,434.0 |     128,712.9 |   3648.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       1,121.5 |      36,559.4 |   3159.9% | warp
smsp__inst_executed.sum                                                |    82,867,552 | 1,011,976,202 |   1121.2% | inst
lts__t_sectors_op_write.sum                                            |    53,065,221 |   353,732,067 |    566.6% | sector
smsp__warps_issue_stalled_wait.avg                                     |     446,574.4 |     1,294,690 |    189.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      73,742.0 |     160,858.0 |    118.1% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     301,957.6 |     604,674.8 |    100.3% | warp
dram__bytes_read.sum                                                   |         714.5 |          1.03 |    -99.9% | Mbyte
smsp__cycles_active.avg                                                |     2,619,342 |     4,097,538 |     56.4% | cycle
lts__t_sectors.sum                                                     |   576,836,575 |   889,570,682 |     54.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,792,131 |     1,387,826 |    -50.3% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         33.28 |         48.37 |     45.3% | %
dram__sectors_read.sum                                                 |    22,329,432 |    32,323,312 |     44.8% | sector
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         66.57 |         42.05 |    -36.8% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         67.96 |         43.05 |    -36.7% | %
launch__registers_per_thread                                           |         88.00 |         112.0 |     27.3% | register/thread
