Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |     144,217.1 |     453,646.5 |    214.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |     124,124.5 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         433.6 |         21.75 |    -95.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,129.6 |       2,348.2 |    -94.0% | warp
smsp__cycles_active.avg                                                |     3,685,099 |     5,884,309 |     59.7% | cycle
dram__sectors_read.sum                                                 |    77,578,608 |    40,238,976 |    -48.1% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         29.48 |         16.38 |    -44.4% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         39.35 |         25.28 |    -35.8% | %
smsp__warps_issue_stalled_barrier.avg                                  |     555,310.0 |     753,841.4 |     35.8% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         42.46 |         27.47 |    -35.3% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         45.36 |         29.46 |    -35.1% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         46.28 |         30.23 |    -34.7% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,167,703 |     1,518,315 |     30.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,841.6 |     328,162.4 |    -16.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    28,340,226 |    24,615,929 |    -13.1% | 
smsp__warps_issue_stalled_wait.avg                                     |     1,126,193 |     997,793.9 |    -11.4% | warp
lts__t_sectors_op_read.sum                                             |   567,277,954 |   524,649,545 |     -7.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,898,626 |    74,016,572 |     -6.2% | 
lts__t_sectors.sum                                                     |   837,341,553 |   793,526,724 |     -5.2% | sector
