Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       2,348.2 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,615,929 | 1583936.6% | 
smsp__inst_executed.sum                                                |   144,074,906 |   942,365,311 |    554.1% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |     101,497.0 |     453,646.5 |    347.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      91,159.2 |     328,162.4 |    260.0% | warp
smsp__cycles_active.avg                                                |     2,800,071 |     5,884,309 |    110.1% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     363,258.3 |     753,841.4 |    107.5% | warp
dram__bytes_read.sum                                                   |         715.4 |          1.29 |    -99.8% | Mbyte
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         21.75 |     97.7% | warp
smsp__warps_issue_stalled_wait.avg                                     |     525,253.9 |     997,793.9 |     90.0% | warp
dram__sectors_read.sum                                                 |    22,357,064 |    40,238,976 |     80.0% | sector
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         67.74 |         30.23 |    -55.4% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         60.17 |         27.47 |    -54.3% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         64.39 |         29.46 |    -54.2% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         52.59 |         25.28 |    -51.9% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.58 |         16.38 |    -49.7% | %
launch__registers_per_thread                                           |         150.0 |         115.0 |    -23.3% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,247,935 |    74,016,572 |     22.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    57,560,165 |    46,276,685 |    -19.6% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,330,549 |     1,518,315 |     14.1% | warp
lts__t_sectors_op_read.sum                                             |   493,922,023 |   524,649,545 |      6.2% | sector
