Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,076.0 |    25,385,604 | 1222713.3% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      32,754.5 |     175,259.3 |    435.1% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         18.60 |         66.98 |    260.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,101,190 |    48,557,639 |    183.9% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,857.6 |       8,940.5 |     84.1% | warp
dram__sectors_read.sum                                                 |   107,403,392 |   179,831,752 |     67.4% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         34.97 |         51.64 |     47.7% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,609.0 |       3,714.6 |     42.4% | warp
smsp__inst_executed.sum                                                |    80,951,184 |   113,120,320 |     39.7% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,858,468 |    21,695,246 |     36.8% | 
launch__registers_per_thread                                           |         158.0 |         117.0 |    -25.9% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     370,546.7 |     418,771.0 |     13.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,352,681 |     2,077,218 |    -11.7% | warp
lts__t_sectors_op_read.sum                                             |   608,201,595 |   679,219,310 |     11.7% | sector
lts__t_sectors.sum                                                     |   699,441,051 |   772,548,574 |     10.5% | sector
