Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    45,674,499 | 7715187.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,565.0 |    24,922,122 | 1592367.9% | 
dram__sectors_write.sum                                                |     109,960.0 |   176,515,152 | 160426.7% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         371.5 |     329,879.3 |  88694.2% | warp
lts__t_sectors_op_write.sum                                            |     1,075,094 |   268,482,164 |  24872.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     309,840.0 |    74,246,811 |  23863.0% | 
smsp__inst_executed.sum                                                |    55,354,628 |   944,399,402 |   1606.1% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      81,046.6 |     454,876.5 |    461.3% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.08 |         16.40 |    302.0% | %
smsp__warps_issue_stalled_wait.avg                                     |     329,178.9 |     1,014,885 |    208.3% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     299,565.6 |     756,068.8 |    152.4% | warp
smsp__cycles_active.avg                                                |     2,508,080 |     5,899,805 |    135.2% | cycle
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         23.41 |    112.8% | warp
dram__bytes_read.sum                                                   |         715.4 |          1.33 |    -99.8% | Mbyte
dram__sectors_read.sum                                                 |    22,355,856 |    41,455,264 |     85.4% | sector
lts__t_sectors.sum                                                     |   491,571,023 |   804,189,674 |     63.6% | sector
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.54 |         29.30 |    -59.0% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.99 |         30.06 |    -58.8% | %
launch__registers_per_thread                                           |         75.00 |         115.0 |     53.3% | register/thread
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         47.98 |         25.39 |    -47.1% | %
lts__t_sector_hit_rate.pct                                             |         91.13 |         57.48 |    -36.9% | %
lts__t_sectors_op_read.sum                                             |   490,402,122 |   535,302,388 |      9.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,603,875 |     1,513,579 |     -5.6% | warp
