Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,859.0 |    29,377,656 | 1580193.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         475.4 |   4222.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      11,295.2 |     115,858.5 |    925.7% | warp
smsp__inst_executed.sum                                                |   163,826,717 |   974,093,136 |    494.6% | inst
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       4,521.7 |      26,674.5 |    489.9% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     110,655.0 |     390,125.4 |    252.6% | warp
dram__bytes_read.sum                                                   |         715.3 |          1.42 |    -99.8% | Mbyte
dram__sectors_read.sum                                                 |    22,353,320 |    44,321,496 |     98.3% | sector
smsp__warps_issue_stalled_wait.avg                                     |     620,241.3 |     1,140,475 |     83.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,854,120 |    79,767,078 |     60.0% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,807,852 |     1,176,172 |    -58.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     113,353.2 |     143,401.2 |     26.5% | warp
launch__registers_per_thread                                           |         148.0 |         110.0 |    -25.7% | register/thread
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         62.65 |         47.65 |    -23.9% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         54.55 |         43.69 |    -19.9% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         58.14 |         46.71 |    -19.7% | %
smsp__cycles_active.avg                                                |     3,088,131 |     3,673,844 |     19.0% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     480,332.5 |     549,900.7 |     14.5% | warp
lts__t_sectors_op_read.sum                                             |   481,591,648 |   523,911,714 |      8.8% | sector
lts__t_sectors.sum                                                     |   751,506,517 |   793,841,549 |      5.6% | sector
