Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    44,965,851 | 7582674.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,860.0 |    29,260,495 | 1573044.9% | 
dram__sectors_write.sum                                                |     106,288.0 |   176,481,056 | 165940.4% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         457.9 |     383,640.8 |  83688.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,030.0 |    79,530,465 |  25470.0% | 
lts__t_sectors_op_write.sum                                            |     2,089,725 |   269,510,649 |  12796.9% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         342.6 |      41,547.3 |  12026.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,413.0 |     121,113.3 |   8471.5% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         476.4 |   4230.8% | warp
smsp__inst_executed.sum                                                |    68,765,212 |   978,898,360 |   1323.5% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.08 |         23.85 |    484.6% | %
smsp__warps_issue_stalled_wait.avg                                     |     367,867.7 |     1,127,851 |    206.6% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     290,425.2 |     544,806.2 |     87.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      73,437.5 |     135,836.3 |     85.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,676,446 |     1,170,327 |    -56.3% | warp
smsp__cycles_active.avg                                                |     2,435,999 |     3,670,870 |     50.7% | cycle
lts__t_sectors.sum                                                     |   526,413,376 |   780,807,331 |     48.3% | sector
launch__registers_per_thread                                           |         75.00 |         110.0 |     46.7% | register/thread
lts__t_sector_hit_rate.pct                                             |         94.38 |         61.41 |    -34.9% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.48 |         46.90 |    -34.4% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.91 |         47.84 |    -34.4% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         52.66 |         39.90 |    -24.2% | %
