Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,010.0 |    26,356,246 | 1311156.0% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,053.2 |     163,259.7 |    526.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,971,250 |    47,737,700 |    165.6% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,313.9 |       6,772.7 |     57.0% | warp
dram__sectors_read.sum                                                 |   142,141,816 |   215,875,544 |     51.9% | sector
smsp__inst_executed.sum                                                |    71,774,307 |   102,928,960 |     43.4% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.47 |         58.18 |     40.3% | %
launch__registers_per_thread                                           |         187.0 |         148.0 |    -20.9% | register/thread
lts__t_sector_hit_rate.pct                                             |         55.38 |         45.30 |    -18.2% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,754,607 |    19,799,968 |     18.2% | 
smsp__warps_issue_stalled_wait.avg                                     |     338,393.9 |     382,905.5 |     13.2% | warp
lts__t_sectors_op_read.sum                                             |   628,855,673 |   695,852,424 |     10.7% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,528.5 |       2,267.4 |    -10.3% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,413,659 |     2,174,607 |     -9.9% | warp
lts__t_sectors.sum                                                     |   696,926,354 |   764,057,161 |      9.6% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      21,102.7 |      22,457.3 |      6.4% | warp
