Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         595.0 |    21,954,195 | 3689680.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,702.0 |    23,453,404 | 1377890.8% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,004.0 |    46,698,042 |  55490.3% | 
dram__sectors_write.sum                                                |     232,760.0 |    43,747,128 |  18695.0% | sector
lts__t_sectors_op_write.sum                                            |     405,652.0 |    67,246,202 |  16477.3% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         29.88 |       2,420.5 |   8000.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,317.5 |      92,824.7 |   6945.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         235.0 |       7,363.4 |   3033.6% | warp
smsp__inst_executed.sum                                                |    44,819,182 |    98,100,030 |    118.9% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |       9,453.6 |      19,402.4 |    105.2% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.14 |         54.18 |     68.6% | %
dram__sectors_read.sum                                                 |   133,832,824 |   187,926,832 |     40.4% | sector
smsp__warps_issue_stalled_wait.avg                                     |     267,031.0 |     367,695.6 |     37.7% | warp
lts__t_sectors.sum                                                     |   566,087,195 |   720,506,676 |     27.3% | sector
launch__registers_per_thread                                           |         96.00 |         119.0 |     24.0% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,614,235 |     1,300,948 |    -19.4% | warp
lts__t_sectors_op_read.sum                                             |   565,478,116 |   652,689,913 |     15.4% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     222,984.1 |     246,530.6 |     10.6% | warp
