Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.31 |         715.6 |  54526.0% | Gbyte
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,293,568 |    -56.4% | warp
dram__sectors_read.sum                                                 |    40,825,840 |    22,362,648 |    -45.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,242,230 |    61,896,194 |     36.8% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    64,722,190 |     29.7% | 
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     358,342.0 |    -27.2% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     129,827.1 |      96,266.5 |    -25.9% | warp
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         53.44 |         65.00 |     21.6% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         50.24 |         60.66 |     20.7% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         57.45 |         68.45 |     19.1% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |       1,554.0 |    -16.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     532,454.3 |    -15.0% | warp
smsp__cycles_active.avg                                                |     3,209,261 |     2,766,158 |    -13.8% | cycle
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,481.2 |      88,345.8 |    -12.9% | warp
smsp__inst_executed.sum                                                |   161,505,556 |   146,078,828 |     -9.6% | inst
