Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,922,122 | 1603640.2% | 
smsp__inst_executed.sum                                                |   146,078,828 |   944,399,402 |    546.5% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      96,266.5 |     454,876.5 |    372.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      88,345.8 |     329,879.3 |    273.4% | warp
smsp__cycles_active.avg                                                |     2,766,158 |     5,899,805 |    113.3% | cycle
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         23.41 |    112.8% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     358,342.0 |     756,068.8 |    111.0% | warp
dram__bytes_read.sum                                                   |         715.6 |          1.33 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     532,454.3 |     1,014,885 |     90.6% | warp
dram__sectors_read.sum                                                 |    22,362,648 |    41,455,264 |     85.4% | sector
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         68.45 |         30.06 |    -56.1% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         60.66 |         27.31 |    -55.0% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         65.00 |         29.30 |    -54.9% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         53.26 |         25.39 |    -52.3% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.85 |         16.40 |    -50.1% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    61,896,194 |    45,674,499 |    -26.2% | 
launch__registers_per_thread                                           |         149.0 |         115.0 |    -22.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,293,568 |     1,513,579 |     17.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    64,722,190 |    74,246,811 |     14.7% | 
lts__t_sectors_op_read.sum                                             |   495,573,397 |   535,302,388 |      8.0% | sector
lts__t_sectors.sum                                                     |   764,541,392 |   804,189,674 |      5.2% | sector
