Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         600.0 |    21,163,589 | 3527164.8% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,709.0 |    23,315,408 | 1364172.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,286.0 |    45,506,999 |  53891.2% | 
dram__sectors_write.sum                                                |     232,848.0 |    44,304,936 |  18927.4% | sector
lts__t_sectors_op_write.sum                                            |     397,078.0 |    67,243,946 |  16834.7% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         987.6 |      88,178.2 |   8828.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         27.83 |       2,023.7 |   7171.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         364.8 |       6,904.0 |   1792.5% | warp
smsp__inst_executed.sum                                                |    42,681,126 |    97,041,724 |    127.4% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      10,460.0 |      22,029.8 |    110.6% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.52 |         57.95 |     78.2% | %
dram__sectors_read.sum                                                 |   135,079,392 |   206,626,248 |     53.0% | sector
smsp__warps_issue_stalled_wait.avg                                     |     258,594.8 |     360,924.1 |     39.6% | warp
lts__t_sectors.sum                                                     |   558,958,535 |   726,317,711 |     29.9% | sector
lts__t_sector_hit_rate.pct                                             |         60.21 |         45.23 |    -24.9% | %
launch__registers_per_thread                                           |         96.00 |         119.0 |     24.0% | register/thread
lts__t_sectors_op_read.sum                                             |   558,350,970 |   658,540,637 |     17.9% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,624,255 |     1,355,470 |    -16.5% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     224,035.4 |     251,694.1 |     12.3% | warp
