Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,702.0 |    23,691,073 | 1391854.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      27,080.1 |      97,777.4 |    261.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,855,725 |    46,811,334 |    177.7% | 
smsp__warps_issue_stalled_not_selected.avg                             |       3,041.9 |       7,657.4 |    151.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       1,381.6 |       2,647.0 |     91.6% | warp
dram__sectors_read.sum                                                 |   115,239,224 |   191,410,112 |     66.1% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         37.11 |         54.74 |     47.5% | %
smsp__inst_executed.sum                                                |    68,068,036 |    99,505,076 |     46.2% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,083,369 |    22,057,385 |     37.1% | 
launch__registers_per_thread                                           |         163.0 |         119.0 |    -27.0% | register/thread
lts__t_sector_hit_rate.pct                                             |         59.94 |         48.55 |    -19.0% | %
smsp__warps_issue_stalled_wait.avg                                     |     315,215.2 |     372,810.3 |     18.3% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,510,056 |     1,295,036 |    -14.2% | warp
lts__t_sectors_op_read.sum                                             |   602,188,732 |   659,445,990 |      9.5% | sector
lts__t_sectors.sum                                                     |   669,886,806 |   727,209,799 |      8.6% | sector
