Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,199.4 |       2,879.9 |     30.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       6,677.7 |       7,834.0 |     17.3% | warp
dram__sectors_read.sum                                                 |   203,829,376 |   170,786,024 |    -16.2% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     163,108.8 |     187,015.4 |     14.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,891.5 |      19,023.4 |    -13.1% | warp
lts__t_sectors_op_read.sum                                             |   683,136,890 |   608,915,055 |    -10.9% | sector
lts__t_sectors.sum                                                     |   751,378,211 |   677,024,573 |     -9.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,498,811 |    29,070,155 |      9.7% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,180,069 |     2,031,137 |     -6.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    47,409,560 |    49,950,757 |      5.4% | 
