Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    52,868,559 | 8930399.8% | 
dram__sectors_write.sum                                                |     125,304.0 |    57,883,632 |  46094.6% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         397.6 |      96,846.7 |  24260.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     464,912.0 |    55,901,306 |  11924.1% | 
lts__t_sectors_op_write.sum                                            |    35,524,953 |   319,503,209 |    799.4% | sector
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed        |          2.63 |         14.68 |    458.2% | %
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed       |          2.63 |         14.68 |    458.2% | %
smsp__inst_executed.sum                                                |    68,185,396 |   167,784,288 |    146.1% | inst
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         34.51 |         72.41 |    109.8% | %
launch__registers_per_thread                                           |         88.00 |         150.0 |     70.5% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     377,326.6 |     617,442.0 |     63.6% | warp
lts__t_sectors.sum                                                     |   557,523,831 |   843,590,754 |     51.3% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,562,959 |     1,049,340 |    -32.9% | warp
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         49.54 |         61.94 |     25.0% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      70,905.4 |      60,081.7 |    -15.3% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     292,667.5 |     328,343.5 |     12.2% | warp
