Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       4,700.0 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    45,463,324 | 7679515.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,562.0 |    24,094,627 | 1542449.7% | 
dram__sectors_write.sum                                                |     109,784.0 |   176,466,416 | 160639.6% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         379.5 |     330,445.6 |  86980.8% | warp
lts__t_sectors_op_write.sum                                            |     1,064,121 |   268,448,292 |  25127.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     309,791.0 |    72,885,749 |  23427.4% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         729.4 |   6531.3% | warp
smsp__inst_executed.sum                                                |    64,775,697 |   948,151,627 |   1363.7% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      67,002.3 |     453,600.6 |    577.0% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.07 |         14.99 |    268.3% | %
smsp__warps_issue_stalled_wait.avg                                     |     341,677.5 |     1,013,656 |    196.7% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     287,466.5 |     755,402.2 |    162.8% | warp
smsp__cycles_active.avg                                                |     2,439,897 |     5,895,659 |    141.6% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.06 |         29.33 |    -58.7% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.48 |         30.09 |    -58.5% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         54.36 |         26.02 |    -52.1% | %
launch__registers_per_thread                                           |         77.00 |         115.0 |     49.4% | register/thread
lts__t_sectors.sum                                                     |   544,198,864 |   809,569,606 |     48.8% | sector
lts__t_sector_hit_rate.pct                                             |         93.95 |         62.90 |    -33.0% | %
