Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      21,891.5 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     275,397.4 |    793.9% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.67 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       6,677.7 |    -69.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     384,524.2 |     68.5% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   203,829,376 |     52.4% | sector
launch__registers_per_thread                                           |         252.0 |         126.0 |    -50.0% | register/thread
smsp__inst_executed.sum                                                |   163,089,410 |   101,903,247 |    -37.5% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         55.77 |     36.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    26,498,811 |    -29.8% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    47,409,560 |    -21.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |     163,108.8 |     20.6% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     2,180,069 |    -20.4% | warp
lts__t_sector_hit_rate.pct                                             |         57.05 |         46.22 |    -19.0% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,199.4 |    -14.3% | warp
lts__t_sectors_op_read.sum                                             |   606,622,897 |   683,136,890 |     12.6% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   751,378,211 |     11.5% | sector
