Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,420,186 |     1,489,622 |    -38.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,545.5 |       2,020.4 |    -20.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |       1,708.0 |    -17.3% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,331.9 |       3,585.0 |    -17.2% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     280,339.2 |     240,286.4 |    -14.3% | warp
dram__sectors_read.sum                                                 |   129,563,024 |   112,723,760 |    -13.0% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      21,231.8 |      19,223.9 |     -9.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,349,521 |    17,703,781 |      8.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,554,377 |    18,453,879 |      5.1% | 
