Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    45,304,628 | 7639803.5% | 
dram__sectors_write.sum                                                |     111,176.0 |   176,463,496 | 158624.5% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         464.4 |     107,635.5 |  23078.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,041.0 |    49,932,588 |  15953.4% | 
lts__t_sectors_op_write.sum                                            |     2,099,447 |   269,450,961 |  12734.4% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         345.6 |       5,057.5 |   1363.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,579.4 |      11,777.6 |    645.7% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.07 |         28.85 |    608.8% | %
smsp__inst_executed.sum                                                |    63,751,877 |   166,548,681 |    161.2% | inst
launch__registers_per_thread                                           |         75.00 |         148.0 |     97.3% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     374,605.1 |     628,963.2 |     67.9% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     300,236.1 |     481,200.8 |     60.3% | warp
lts__t_sectors.sum                                                     |   490,935,548 |   763,705,676 |     55.6% | sector
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.70 |         52.69 |     47.6% | %
lts__t_sector_hit_rate.pct                                             |         90.97 |         58.31 |    -35.9% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      82,695.8 |     110,766.7 |     33.9% | warp
smsp__cycles_active.avg                                                |     2,512,924 |     3,087,056 |     22.8% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.40 |         56.24 |    -21.2% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.86 |         60.70 |    -16.7% | %
dram__bytes_read.sum                                                   |         715.3 |         811.3 |     13.4% | Mbyte
dram__sectors_read.sum                                                 |    22,352,584 |    25,352,728 |     13.4% | sector
