Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,545.5 |       1,356.6 |    -46.7% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,420,186 |     1,507,794 |    -37.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       4,331.9 |       3,015.6 |    -30.4% | warp
dram__sectors_read.sum                                                 |   129,563,024 |   106,094,640 |    -18.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |       1,702.0 |    -17.6% | 
smsp__warps_issue_stalled_barrier.avg                                  |     280,339.2 |     243,972.6 |    -13.0% | warp
lts__t_sectors_op_read.sum                                             |   618,178,581 |   545,824,829 |    -11.7% | sector
lts__t_sectors.sum                                                     |   686,231,162 |   613,521,053 |    -10.6% | sector
smsp__warps_issue_stalled_wait.avg                                     |     338,297.9 |     315,205.3 |     -6.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,231.8 |      19,889.5 |     -6.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,554,377 |    16,545,023 |     -5.7% | 
