Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |     144,217.1 |     453,635.5 |    214.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |     124,124.5 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,129.6 |       2,352.0 |    -94.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         433.6 |         32.28 |    -92.6% | warp
smsp__cycles_active.avg                                                |     3,685,099 |     5,901,309 |     60.1% | cycle
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         29.48 |         14.61 |    -50.4% | %
dram__sectors_read.sum                                                 |    77,578,608 |    38,670,696 |    -50.2% | sector
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         39.35 |         25.10 |    -36.2% | %
smsp__warps_issue_stalled_barrier.avg                                  |     555,310.0 |     756,258.3 |     36.2% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         42.46 |         27.32 |    -35.7% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         45.36 |         29.32 |    -35.4% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         46.28 |         30.08 |    -35.0% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,167,703 |     1,510,286 |     29.3% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,841.6 |     327,896.4 |    -16.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    28,340,226 |    23,783,187 |    -16.1% | 
dram__sectors_write.sum                                                |   176,660,464 |   155,473,384 |    -12.0% | sector
smsp__warps_issue_stalled_wait.avg                                     |     1,126,193 |     1,015,639 |     -9.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,898,626 |    72,645,247 |     -7.9% | 
lts__t_sectors_op_read.sum                                             |   567,277,954 |   530,654,147 |     -6.5% | sector
