Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    15,511,375 | 2620064.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,902.0 |    16,348,341 |  19155.5% | 
lts__t_sectors_op_write.sum                                            |     404,323.0 |    67,242,852 |  16531.0% | sector
dram__sectors_write.sum                                                |     270,696.0 |    44,286,088 |  16260.1% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         26.84 |       1,147.8 |   4176.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         931.1 |      26,504.9 |   2746.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         143.2 |       2,687.5 |   1776.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      11,343.6 |      20,916.8 |     84.4% | warp
launch__registers_per_thread                                           |         99.00 |         163.0 |     64.6% | register/thread
smsp__inst_executed.sum                                                |    42,617,601 |    65,829,413 |     54.5% | inst
lts__t_sectors.sum                                                     |   550,237,092 |   685,940,907 |     24.7% | sector
dram__sectors_read.sum                                                 |   163,324,592 |   126,959,280 |    -22.3% | sector
smsp__warps_issue_stalled_wait.avg                                     |     257,949.3 |     310,715.0 |     20.5% | warp
lts__t_sectors_op_read.sum                                             |   549,493,439 |   618,147,413 |     12.5% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     224,003.7 |     246,847.4 |     10.2% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,624,097 |     1,538,997 |     -5.2% | warp
