Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         595.0 |    15,205,648 | 2555471.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     171,124.0 |    16,094,438 |   9305.1% | 
dram__sectors_write.sum                                                |     474,056.0 |    44,322,312 |   9249.6% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         698.2 |      25,763.8 |   3590.3% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         210.5 |       1,746.6 |    729.7% | warp
lts__t_sectors_op_write.sum                                            |    11,187,360 |    82,207,748 |    634.8% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         709.4 |       3,696.9 |    421.1% | warp
dram__bytes_write.sum                                                  |         15.17 |          1.42 |    -90.6% | Mbyte
smsp__warps_issue_stalled_sleeping.avg                                 |       9,965.5 |      18,507.2 |     85.7% | warp
launch__registers_per_thread                                           |         99.00 |         160.0 |     61.6% | register/thread
smsp__inst_executed.sum                                                |    48,025,852 |    72,617,079 |     51.2% | inst
smsp__warps_issue_stalled_wait.avg                                     |     275,343.1 |     332,678.7 |     20.8% | warp
lts__t_sectors.sum                                                     |   584,594,830 |   689,529,208 |     17.9% | sector
dram__sectors_read.sum                                                 |   140,930,176 |   116,912,064 |    -17.0% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     220,511.6 |     240,255.6 |      9.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,598,335 |     1,491,283 |     -6.7% | warp
lts__t_sectors_op_read.sum                                             |   573,177,474 |   606,884,208 |      5.9% | sector
