Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
lts__t_sectors_op_write.sum                                            |     2,128,541 |    35,524,953 |   1569.0% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         185.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,398.1 |          0.00 |   -100.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,093.0 |     464,912.0 |     49.4% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,809,838 |     1,562,959 |    -44.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         526.7 |         397.6 |    -24.5% | warp
smsp__inst_executed.sum                                                |    54,982,232 |    68,185,396 |     24.0% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      87,827.9 |      70,905.4 |    -19.3% | warp
dram__sectors_read.sum                                                 |    27,590,704 |    22,330,584 |    -19.1% | sector
dram__bytes_read.sum                                                   |         882.9 |         714.6 |    -19.1% | Mbyte
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,907.0 |       1,581.0 |    -17.1% | 
smsp__warps_issue_stalled_wait.avg                                     |     346,925.3 |     377,326.6 |      8.8% | warp
lts__t_sectors.sum                                                     |   519,475,593 |   557,523,831 |      7.3% | sector
