Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |       5,181.6 |    431.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         37.11 |    -83.3% | warp
lts__t_sectors_op_write.sum                                            |     675,530.0 |     408,032.0 |    -39.6% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,505,860 |     1,592,829 |    -36.4% | warp
dram__sectors_write.sum                                                |     380,752.0 |     247,544.0 |    -35.0% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |         397.2 |    -28.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       9,071.0 |    -22.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,073.0 |       1,702.0 |    -17.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,420.0 |      98,442.0 |     13.9% | 
dram__sectors_read.sum                                                 |   164,774,520 |   147,680,760 |    -10.4% | sector
