Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |     144,217.1 |     443,119.6 |    207.3% | warp
smsp__warps_issue_stalled_not_selected.avg                             |     124,124.5 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         433.6 |         25.52 |    -94.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,129.6 |       4,700.0 |    -88.0% | warp
smsp__cycles_active.avg                                                |     3,685,099 |     5,817,625 |     57.9% | cycle
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         29.48 |         18.56 |    -37.0% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         42.46 |         26.92 |    -36.6% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         45.36 |         28.89 |    -36.3% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         39.35 |         25.20 |    -36.0% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         46.28 |         29.64 |    -36.0% | %
smsp__warps_issue_stalled_barrier.avg                                  |     555,310.0 |     745,461.2 |     34.2% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,167,703 |     1,500,253 |     28.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     1,126,193 |     941,698.8 |    -16.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    28,340,226 |    24,017,060 |    -15.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,898,626 |    73,128,999 |     -7.3% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,841.6 |     365,471.3 |     -7.2% | warp
