Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,545.5 |       1,509.8 |    -40.7% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,420,186 |     1,525,142 |    -37.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       4,331.9 |       3,143.1 |    -27.4% | warp
dram__sectors_read.sum                                                 |   129,563,024 |   103,701,824 |    -20.0% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |       1,709.0 |    -17.2% | 
smsp__warps_issue_stalled_barrier.avg                                  |     280,339.2 |     245,283.3 |    -12.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,554,377 |    15,717,508 |    -10.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,349,521 |    14,937,125 |     -8.6% | 
lts__t_sectors_op_read.sum                                             |   618,178,581 |   568,077,528 |     -8.1% | sector
smsp__warps_issue_stalled_wait.avg                                     |     338,297.9 |     311,982.5 |     -7.8% | warp
lts__t_sectors.sum                                                     |   686,231,162 |   635,907,994 |     -7.3% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,174.6 |      24,488.1 |     -6.4% | warp
smsp__inst_executed.sum                                                |    70,739,438 |    67,025,230 |     -5.3% | inst
