Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    14,937,125 | 2514567.5% | 
dram__sectors_write.sum                                                |     181,296.0 |    43,859,936 |  24092.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      82,861.0 |    15,717,508 |  18868.5% | 
lts__t_sectors_op_write.sum                                            |     403,359.0 |    67,239,469 |  16569.9% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         46.30 |       1,509.8 |   3161.0% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,888.8 |      24,488.1 |   1196.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         264.9 |       3,143.1 |   1086.6% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       8,821.7 |      20,965.5 |    137.7% | warp
launch__registers_per_thread                                           |         96.00 |         159.0 |     65.6% | register/thread
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         22.10 |         34.33 |     55.3% | %
smsp__inst_executed.sum                                                |    45,728,380 |    67,025,230 |     46.6% | inst
lts__t_sectors.sum                                                     |   527,200,058 |   635,907,994 |     20.6% | sector
smsp__warps_issue_stalled_wait.avg                                     |     264,802.5 |     311,982.5 |     17.8% | warp
lts__t_sector_hit_rate.pct                                             |         75.32 |         64.99 |    -13.7% | %
dram__sectors_read.sum                                                 |    92,251,040 |   103,701,824 |     12.4% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     223,125.3 |     245,283.3 |      9.9% | warp
lts__t_sectors_op_read.sum                                             |   526,363,218 |   568,077,528 |      7.9% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,615,865 |     1,525,142 |     -5.6% | warp
