Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,545.5 |       1,350.2 |    -47.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,420,186 |     1,523,498 |    -37.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       4,331.9 |       2,739.9 |    -36.8% | warp
dram__sectors_read.sum                                                 |   129,563,024 |   103,303,200 |    -20.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |       1,708.0 |    -17.3% | 
smsp__warps_issue_stalled_barrier.avg                                  |     280,339.2 |     245,772.9 |    -12.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     338,297.9 |     312,560.0 |     -7.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,554,377 |    16,375,666 |     -6.7% | 
smsp__inst_executed.sum                                                |    70,739,438 |    66,521,312 |     -6.0% | inst
