Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       8,733.2 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     223,174.2 |    140.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         603.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       1,709.0 |    -99.6% | 
dram__sectors_write.sum                                                |    43,734,200 |     176,952.0 |    -99.6% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |      82,888.0 |    -99.6% | 
lts__t_sectors_op_write.sum                                            |    66,843,374 |     403,788.0 |    -99.4% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         17.69 |    -99.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |         243.6 |    -99.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |       1,889.5 |    -93.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         577.9 |         46.51 |    -92.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     264,203.2 |     87.4% | warp
smsp__inst_executed.sum                                                |   141,729,628 |    45,612,300 |    -67.8% | inst
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,424,256 |     1,616,453 |    -33.3% | warp
lts__t_sectors.sum                                                     |   631,812,727 |   512,296,086 |    -18.9% | sector
lts__t_sectors_op_read.sum                                             |   564,719,276 |   511,464,726 |     -9.4% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,811,692 |     -5.3% | cycle
