Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       4,700.0 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    45,561,435 | 7696088.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,565.0 |    24,475,314 | 1563817.8% | 
dram__sectors_write.sum                                                |     101,408.0 |   176,482,592 | 173932.2% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         639.0 |     327,901.7 |  51210.8% | warp
lts__t_sectors_op_write.sum                                            |     1,048,507 |   268,481,886 |  25506.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     309,860.0 |    73,525,063 |  23628.5% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         758.0 |   6791.0% | warp
smsp__inst_executed.sum                                                |    59,574,047 |   946,268,215 |   1488.4% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      71,762.6 |     454,501.5 |    533.3% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.08 |         15.07 |    269.4% | %
smsp__warps_issue_stalled_wait.avg                                     |     327,101.7 |     1,006,565 |    207.7% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     289,849.0 |     754,147.1 |    160.2% | warp
smsp__cycles_active.avg                                                |     2,434,236 |     5,883,320 |    141.7% | cycle
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.28 |         29.39 |    -58.8% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.71 |         30.16 |    -58.5% | %
launch__registers_per_thread                                           |         75.00 |         115.0 |     53.3% | register/thread
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         52.63 |         25.07 |    -52.4% | %
lts__t_sectors.sum                                                     |   527,668,337 |   761,023,587 |     44.2% | sector
lts__t_sector_hit_rate.pct                                             |         94.15 |         60.71 |    -35.5% | %
lts__t_sectors_op_read.sum                                             |   526,549,733 |   491,948,924 |     -6.6% | sector
