Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,180,069 |     1,297,780 |    -40.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     163,108.8 |      97,909.7 |    -40.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,405,698 |    22,986,228 |     18.5% | 
dram__sectors_read.sum                                                 |   203,829,376 |   171,724,048 |    -15.8% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,199.4 |       2,471.5 |     12.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       6,677.7 |       7,391.6 |     10.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,891.5 |      19,600.7 |    -10.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,498,811 |    23,780,844 |    -10.3% | 
smsp__warps_issue_stalled_barrier.avg                                  |     275,397.4 |     248,309.0 |     -9.8% | warp
