Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         52.49 |    -76.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |         220.5 |    -60.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |       1,506.3 |     54.6% | warp
dram__sectors_write.sum                                                |     380,752.0 |     175,840.0 |    -53.8% | sector
dram__sectors_read.sum                                                 |   164,774,520 |    91,928,344 |    -44.2% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         38.67 |         22.07 |    -42.9% | %
lts__t_sector_hit_rate.pct                                             |         54.43 |         75.07 |     37.9% | %
lts__t_sectors_op_write.sum                                            |     675,530.0 |     428,939.0 |    -36.5% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,505,860 |     1,610,924 |    -35.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       8,802.8 |    -24.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,073.0 |       1,709.0 |    -17.6% | 
smsp__inst_executed.sum                                                |    44,417,217 |    47,495,224 |      6.9% | inst
