Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    45,110,949 | 7607142.7% | 
dram__sectors_write.sum                                                |     113,504.0 |   176,915,416 | 155767.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,253.0 |    49,749,093 |  15883.5% | 
lts__t_sectors_op_write.sum                                            |     2,093,181 |   269,454,438 |  12773.0% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         967.8 |     101,459.3 |  10383.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         262.6 |       6,021.5 |   2192.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,444.1 |      10,828.3 |    649.8% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.88 |         32.19 |    559.6% | %
smsp__inst_executed.sum                                                |    55,779,498 |   162,054,244 |    190.5% | inst
dram__sectors_read.sum                                                 |    27,530,904 |    61,247,096 |    122.5% | sector
dram__bytes_read.sum                                                   |         881.0 |          1.96 |    -99.8% | Mbyte
launch__registers_per_thread                                           |         86.00 |         158.0 |     83.7% | register/thread
smsp__warps_issue_stalled_wait.avg                                     |     343,687.8 |     622,636.6 |     81.2% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     304,107.4 |     489,386.1 |     60.9% | warp
lts__t_sectors.sum                                                     |   551,691,690 |   827,500,007 |     50.0% | sector
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         34.79 |         49.37 |     41.9% | %
lts__t_sector_hit_rate.pct                                             |         90.21 |         55.36 |    -38.6% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      87,958.5 |     115,775.8 |     31.6% | warp
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         69.58 |         52.69 |    -24.3% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         71.00 |         55.78 |    -21.4% | %
smsp__cycles_active.avg                                                |     2,518,978 |     3,001,536 |     19.2% | cycle
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,818,441 |     2,671,523 |     -5.2% | warp
