Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         29.88 |    -86.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |         235.0 |    -57.9% | warp
lts__t_sectors_op_write.sum                                            |     675,530.0 |     405,652.0 |    -40.0% | sector
dram__sectors_write.sum                                                |     380,752.0 |     232,760.0 |    -38.9% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,505,860 |     1,614,235 |    -35.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |       1,317.5 |     35.2% | warp
dram__sectors_read.sum                                                 |   164,774,520 |   133,832,824 |    -18.8% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       9,453.6 |    -18.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,073.0 |       1,702.0 |    -17.9% | 
