Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       9,071.0 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     220,275.6 |    137.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         598.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       1,702.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |      98,442.0 |    -99.5% | 
dram__sectors_write.sum                                                |    43,734,200 |     247,544.0 |    -99.4% | sector
lts__t_sectors_op_write.sum                                            |    66,843,374 |     408,032.0 |    -99.4% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         17.74 |    -99.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |         397.2 |    -98.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     276,844.4 |     96.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         577.9 |         37.11 |    -93.6% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |       5,181.6 |    -83.0% | warp
smsp__inst_executed.sum                                                |   141,729,628 |    46,227,870 |    -67.4% | inst
dram__sectors_read.sum                                                 |    89,189,752 |   147,680,760 |     65.6% | sector
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,424,256 |     1,592,829 |    -34.3% | warp
lts__t_sectors.sum                                                     |   631,812,727 |   577,664,028 |     -8.6% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,811,367 |     -5.3% | cycle
