Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |     144,217.1 |     464,898.2 |    222.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |     124,124.5 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         433.6 |         24.06 |    -94.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,129.6 |       7,195.0 |    -81.6% | warp
smsp__cycles_active.avg                                                |     3,685,099 |     5,971,656 |     62.0% | cycle
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         29.48 |         16.26 |    -44.8% | %
dram__sectors_read.sum                                                 |    77,578,608 |    44,492,144 |    -42.6% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     555,310.0 |     765,214.1 |     37.8% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         42.46 |         26.85 |    -36.8% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         45.36 |         28.78 |    -36.6% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         39.35 |         25.00 |    -36.5% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         46.28 |         29.57 |    -36.1% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,167,703 |     1,503,293 |     28.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    28,340,226 |    24,234,490 |    -14.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,841.6 |     346,553.7 |    -12.0% | warp
smsp__warps_issue_stalled_wait.avg                                     |     1,126,193 |     1,041,776 |     -7.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,898,626 |    74,227,286 |     -5.9% | 
