Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    23,733,630 | 1527160.6% | 
smsp__inst_executed.sum                                                |   157,923,406 |   956,409,449 |    505.6% | inst
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         65.57 |    496.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      79,483.8 |     430,090.5 |    441.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      87,787.5 |     321,174.2 |    265.9% | warp
smsp__cycles_active.avg                                                |     2,689,320 |     5,794,151 |    115.5% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     343,644.8 |     737,117.2 |    114.5% | warp
dram__bytes_read.sum                                                   |         716.6 |          1.08 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     552,993.5 |     966,941.1 |     74.9% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         69.84 |         30.41 |    -56.5% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         61.68 |         27.61 |    -55.2% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         66.06 |         29.64 |    -55.1% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         53.39 |         25.32 |    -52.6% | %
dram__sectors_read.sum                                                 |    22,393,024 |    33,646,968 |     50.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    63,176,880 |    45,634,082 |    -27.8% | 
launch__registers_per_thread                                           |         152.0 |         117.0 |    -23.0% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,212,276 |     1,481,304 |     22.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    65,808,896 |    72,673,136 |     10.4% | 
