Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |    30,452,754 | 1474609.6% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      27,837.4 |     178,709.4 |    542.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,453,721 |    49,596,662 |    201.4% | 
dram__sectors_read.sum                                                 |   107,819,640 |   165,348,208 |     53.4% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       4,683.1 |       7,133.2 |     52.3% | warp
smsp__inst_executed.sum                                                |    71,865,176 |   103,214,653 |     43.6% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         34.97 |         49.55 |     41.7% | %
launch__registers_per_thread                                           |         158.0 |         117.0 |    -25.9% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,288,838 |    17,838,161 |     16.7% | 
smsp__warps_issue_stalled_wait.avg                                     |     338,847.7 |     386,505.2 |     14.1% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,396,836 |     2,063,617 |    -13.9% | warp
lts__t_sectors_op_read.sum                                             |   545,653,214 |   607,933,568 |     11.4% | sector
lts__t_sectors.sum                                                     |   613,605,960 |   676,045,280 |     10.2% | sector
