Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |    28,803,267 | 1394731.3% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,882.2 |     174,130.1 |    547.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,557,370 |    48,938,761 |    178.7% | 
dram__sectors_read.sum                                                 |    99,866,216 |   184,917,072 |     85.2% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.98 |         53.61 |     62.6% | %
smsp__warps_issue_stalled_not_selected.avg                             |       4,769.6 |       7,261.6 |     52.2% | warp
smsp__inst_executed.sum                                                |    72,702,089 |   104,125,350 |     43.2% | inst
launch__registers_per_thread                                           |         158.0 |         117.0 |    -25.9% | register/thread
lts__t_sector_hit_rate.pct                                             |         63.11 |         50.17 |    -20.5% | %
smsp__warps_issue_stalled_wait.avg                                     |     340,655.1 |     392,569.7 |     15.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,307,100 |    18,745,858 |     15.0% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,400,090 |     2,077,170 |    -13.5% | warp
lts__t_sectors_op_read.sum                                             |   606,435,952 |   669,878,959 |     10.5% | sector
lts__t_sectors.sum                                                     |   674,430,986 |   737,975,326 |      9.4% | sector
