Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       2,355.3 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,118,892 | 1551952.3% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         431.9 |   3826.3% | warp
smsp__inst_executed.sum                                                |   143,535,261 |   942,898,679 |    556.9% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |     109,419.3 |     479,749.9 |    338.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      89,923.5 |     376,101.0 |    318.2% | warp
smsp__cycles_active.avg                                                |     2,869,246 |     6,072,274 |    111.6% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     368,744.8 |     777,555.1 |    110.9% | warp
smsp__warps_issue_stalled_wait.avg                                     |     520,975.4 |     1,047,114 |    101.0% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         58.59 |         28.19 |    -51.9% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         52.59 |         25.59 |    -51.3% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         56.30 |         27.45 |    -51.2% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         48.27 |         24.20 |    -49.9% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         33.67 |         17.75 |    -47.3% | %
dram__sectors_read.sum                                                 |    54,880,488 |    74,483,576 |     35.7% | sector
launch__registers_per_thread                                           |         158.0 |         116.0 |    -26.6% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    62,392,139 |    46,541,211 |    -25.4% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,368,967 |     1,570,714 |     14.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    65,555,926 |    73,906,937 |     12.7% | 
