Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    58,417,155 | 9867662.7% | 
dram__sectors_write.sum                                                |     111,184.0 |   176,443,600 | 158595.1% | sector
lts__t_sectors_op_write.sum                                            |     1,029,759 |   268,400,913 |  25964.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     309,997.0 |    61,908,480 |  19870.7% | 
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed        |          1.34 |         11.72 |    774.6% | %
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed       |          1.34 |         11.71 |    773.9% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.08 |         31.22 |    665.2% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |      25,800.8 |     103,683.8 |    301.9% | warp
smsp__inst_executed.sum                                                |    64,368,265 |   151,889,865 |    136.0% | inst
launch__registers_per_thread                                           |         78.00 |         153.0 |     96.2% | register/thread
smsp__warps_issue_stalled_sleeping.avg                                 |      59,602.5 |     102,442.6 |     71.9% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.56 |         58.98 |     65.9% | %
lts__t_sectors.sum                                                     |   501,549,239 |   757,515,076 |     51.0% | sector
smsp__warps_issue_stalled_wait.avg                                     |     358,718.6 |     540,774.5 |     50.8% | warp
lts__t_sector_hit_rate.pct                                             |         91.01 |         58.55 |    -35.7% | %
smsp__warps_issue_stalled_barrier.avg                                  |     286,562.8 |     363,632.7 |     26.9% | warp
dram__sectors_read.sum                                                 |    22,390,080 |    26,070,104 |     16.4% | sector
dram__bytes_read.sum                                                   |         716.5 |         834.2 |     16.4% | Mbyte
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,526,145 |     1,304,575 |    -14.5% | warp
smsp__cycles_active.avg                                                |     2,494,225 |     2,850,026 |     14.3% | cycle
