Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    14,804,028 | 2492160.6% | 
dram__sectors_write.sum                                                |     166,728.0 |    43,971,568 |  26273.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,084.0 |    15,541,394 |  18383.2% | 
lts__t_sectors_op_write.sum                                            |     400,707.0 |    67,236,250 |  16679.4% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,136.4 |      25,743.3 |   2165.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         82.29 |       1,287.8 |   1465.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         294.5 |       2,790.4 |    847.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       9,903.1 |      20,556.3 |    107.6% | warp
launch__registers_per_thread                                           |         96.00 |         159.0 |     65.6% | register/thread
smsp__inst_executed.sum                                                |    44,302,354 |    66,540,125 |     50.2% | inst
lts__t_sectors.sum                                                     |   476,200,228 |   616,127,398 |     29.4% | sector
smsp__warps_issue_stalled_wait.avg                                     |     263,584.2 |     312,646.6 |     18.6% | warp
lts__t_sectors_op_read.sum                                             |   475,551,664 |   548,425,382 |     15.3% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     223,267.6 |     245,822.9 |     10.1% | warp
dram__sectors_read.sum                                                 |   112,169,040 |   103,304,368 |     -7.9% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,617,246 |     1,526,249 |     -5.6% | warp
