Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         592.0 |    19,674,026 | 3323215.2% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,075.0 |    26,406,240 | 1272489.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,445.0 |    47,553,387 |  54910.0% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         844.9 |     162,231.6 |  19101.7% | warp
dram__sectors_write.sum                                                |     380,960.0 |    44,584,736 |  11603.3% | sector
lts__t_sectors_op_write.sum                                            |     669,633.0 |    67,506,950 |   9981.2% | sector
smsp__warps_issue_stalled_not_selected.avg                             |         640.3 |       6,750.0 |    954.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         375.0 |       2,254.2 |    501.2% | warp
smsp__inst_executed.sum                                                |    45,452,081 |   102,932,584 |    126.5% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      11,636.1 |      22,103.7 |     90.0% | warp
dram__bytes_write.sum                                                  |         12.19 |          1.43 |    -88.3% | Mbyte
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         38.27 |         57.95 |     51.4% | %
smsp__warps_issue_stalled_wait.avg                                     |     269,935.1 |     382,889.0 |     41.8% | warp
dram__sectors_read.sum                                                 |   163,414,168 |   215,913,952 |     32.1% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     224,219.2 |     276,424.2 |     23.3% | warp
lts__t_sectors.sum                                                     |   622,161,394 |   765,192,544 |     23.0% | sector
launch__registers_per_thread                                           |         128.0 |         148.0 |     15.6% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,504,851 |     2,168,868 |    -13.4% | warp
lts__t_sectors_op_read.sum                                             |   621,140,799 |   696,952,921 |     12.2% | sector
