Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         185.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,398.1 |          0.00 |   -100.0% | warp
lts__t_sectors_op_write.sum                                            |     2,128,541 |     1,056,900 |    -50.3% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,809,838 |     1,626,949 |    -42.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         526.7 |         415.2 |    -21.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,907.0 |       1,558.0 |    -18.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     346,925.3 |     309,372.3 |    -10.8% | warp
smsp__inst_executed.sum                                                |    54,982,232 |    49,179,319 |    -10.6% | inst
dram__sectors_write.sum                                                |     119,992.0 |     109,464.0 |     -8.8% | sector
