Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    63,537,622 | 10714507.4% | 
dram__sectors_write.sum                                                |     107,656.0 |   176,382,888 | 163739.3% | sector
lts__t_sectors_op_write.sum                                            |     1,062,537 |   268,402,633 |  25160.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     309,832.0 |    66,247,581 |  21281.8% | 
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed        |          1.28 |         12.24 |    856.2% | %
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed       |          1.28 |         12.24 |    856.2% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.07 |         33.29 |    717.9% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,326.9 |     104,100.1 |    243.3% | warp
smsp__inst_executed.sum                                                |    66,130,897 |   152,293,281 |    130.3% | inst
launch__registers_per_thread                                           |         78.00 |         153.0 |     96.2% | register/thread
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.60 |         61.62 |     73.1% | %
lts__t_sectors.sum                                                     |   535,093,322 |   807,854,638 |     51.0% | sector
smsp__warps_issue_stalled_wait.avg                                     |     361,905.6 |     541,897.2 |     49.7% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      65,000.6 |      92,990.6 |     43.1% | warp
lts__t_sector_hit_rate.pct                                             |         91.42 |         61.18 |    -33.1% | %
smsp__warps_issue_stalled_barrier.avg                                  |     284,897.0 |     349,107.0 |     22.5% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,512,964 |     1,213,643 |    -19.8% | warp
smsp__cycles_active.avg                                                |     2,490,398 |     2,750,501 |     10.4% | cycle
