Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |    29,260,495 | 1575586.3% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         476.4 |   4230.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      11,345.2 |     121,113.3 |    967.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       4,845.8 |      41,547.3 |    757.4% | warp
smsp__inst_executed.sum                                                |   168,523,027 |   978,898,360 |    480.9% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |     106,537.6 |     383,640.8 |    260.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     629,189.9 |     1,127,851 |     79.3% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     3,036,678 |     1,170,327 |    -61.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,821,245 |    79,530,465 |     59.6% | 
lts__t_sectors_op_read.sum                                             |   384,838,338 |   510,677,537 |     32.7% | sector
launch__registers_per_thread                                           |         150.0 |         110.0 |    -26.7% | register/thread
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         59.16 |         47.84 |    -19.1% | %
lts__t_sectors.sum                                                     |   657,719,601 |   780,807,331 |     18.7% | sector
smsp__cycles_active.avg                                                |     3,275,675 |     3,670,870 |     12.1% | cycle
dram__bytes_read.sum                                                   |         825.7 |         740.9 |    -10.3% | Mbyte
dram__sectors_read.sum                                                 |    25,802,048 |    23,151,584 |    -10.3% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     497,474.8 |     544,806.2 |      9.5% | warp
