Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       4,700.0 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,475,314 | 1574888.0% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         758.0 |   6791.0% | warp
smsp__inst_executed.sum                                                |   148,046,879 |   946,268,215 |    539.2% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |     123,427.0 |     454,501.5 |    268.2% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      91,904.4 |     327,901.7 |    256.8% | warp
smsp__cycles_active.avg                                                |     2,994,159 |     5,883,320 |     96.5% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     387,887.1 |     754,147.1 |     94.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     529,454.9 |     1,006,565 |     90.1% | warp
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         63.54 |         30.16 |    -52.5% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         56.36 |         27.39 |    -51.4% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         60.14 |         29.39 |    -51.1% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         30.81 |         15.07 |    -51.1% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         44.44 |         25.07 |    -43.6% | %
lts__t_sectors_op_read.sum                                             |   384,516,270 |   491,948,924 |     27.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    59,301,716 |    45,561,435 |    -23.2% | 
launch__registers_per_thread                                           |         149.0 |         115.0 |    -22.8% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    61,833,373 |    73,525,063 |     18.9% | 
lts__t_sectors.sum                                                     |   655,341,290 |   761,023,587 |     16.1% | sector
dram__bytes_read.sum                                                   |         825.9 |         749.4 |     -9.3% | Mbyte
dram__sectors_read.sum                                                 |    25,807,976 |    23,418,768 |     -9.3% | sector
