Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |      14,123.7 |   1349.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         591.6 |    165.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |       1,480.3 |    165.4% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.67 |         41.19 |    133.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,420.0 |     105,577.0 |     22.2% | 
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       9,244.8 |    -20.5% | warp
dram__sectors_read.sum                                                 |   164,774,520 |   131,524,200 |    -20.2% | sector
dram__sectors_write.sum                                                |     380,752.0 |     308,968.0 |    -18.9% | sector
smsp__inst_executed.sum                                                |    44,417,217 |    51,587,070 |     16.1% | inst
smsp__warps_issue_stalled_wait.avg                                     |     269,692.4 |     291,136.8 |      8.0% | warp
