Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    45,006,820 | 7589583.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,863.0 |    29,526,958 | 1584814.5% | 
dram__sectors_write.sum                                                |     108,368.0 |   176,480,976 | 162753.4% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         611.6 |     386,540.9 |  63100.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,006.0 |    79,818,814 |  25564.7% | 
lts__t_sectors_op_write.sum                                            |     2,090,244 |   269,532,955 |  12794.8% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         328.0 |      34,559.7 |  10436.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,660.1 |     133,055.3 |   7914.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         432.4 |   3831.2% | warp
smsp__inst_executed.sum                                                |    69,883,200 |   979,826,265 |   1302.1% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.08 |         23.92 |    486.3% | %
smsp__warps_issue_stalled_wait.avg                                     |     371,644.5 |     1,122,567 |    202.1% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     290,221.6 |     543,384.9 |     87.2% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      73,112.4 |     133,636.4 |     82.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,674,067 |     1,156,867 |    -56.7% | warp
smsp__cycles_active.avg                                                |     2,437,204 |     3,672,818 |     50.7% | cycle
launch__registers_per_thread                                           |         75.00 |         110.0 |     46.7% | register/thread
lts__t_sectors.sum                                                     |   524,797,337 |   729,341,043 |     39.0% | sector
lts__t_sector_hit_rate.pct                                             |         94.60 |         59.86 |    -36.7% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.26 |         46.99 |    -34.1% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.68 |         47.93 |    -34.1% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         52.45 |         38.61 |    -26.4% | %
lts__t_sectors_op_read.sum                                             |   522,634,983 |   459,196,985 |    -12.1% | sector
