Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,545.5 |       1,308.9 |    -48.6% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,420,186 |     1,529,316 |    -36.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       4,331.9 |       2,886.0 |    -33.4% | warp
dram__sectors_read.sum                                                 |   129,563,024 |   101,941,176 |    -21.3% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |       1,710.0 |    -17.2% | 
smsp__warps_issue_stalled_barrier.avg                                  |     280,339.2 |     245,905.3 |    -12.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     338,297.9 |     310,864.1 |     -8.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,554,377 |    16,313,183 |     -7.1% | 
smsp__inst_executed.sum                                                |    70,739,438 |    66,101,722 |     -6.6% | inst
