Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,180,069 |     1,269,316 |    -41.8% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     163,108.8 |     100,982.6 |    -38.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,405,698 |    23,109,424 |     19.1% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,199.4 |       2,619.1 |     19.1% | warp
dram__sectors_read.sum                                                 |   203,829,376 |   167,219,648 |    -18.0% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      21,891.5 |      19,281.2 |    -11.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       6,677.7 |       7,464.2 |     11.8% | warp
lts__t_sectors_op_read.sum                                             |   683,136,890 |   602,827,295 |    -11.8% | sector
lts__t_sectors.sum                                                     |   751,378,211 |   670,437,244 |    -10.8% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     275,397.4 |     247,708.8 |    -10.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,498,811 |    23,927,455 |     -9.7% | 
