Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       8,951.0 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     220,328.7 |    137.7% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     291,403.8 |    106.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         598.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       2,003.0 |    -99.5% | 
dram__sectors_write.sum                                                |    43,734,200 |     217,512.0 |    -99.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |     106,100.0 |    -99.5% | 
lts__t_sectors_op_write.sum                                            |    66,843,374 |     663,275.0 |    -99.0% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         95.21 |    -95.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |       1,461.3 |    -94.3% | warp
smsp__inst_executed.sum                                                |   141,729,628 |    51,428,947 |    -63.7% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |      13,763.2 |    -54.9% | warp
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
dram__sectors_read.sum                                                 |    89,189,752 |   119,570,784 |     34.1% | sector
lts__t_sectors.sum                                                     |   631,812,727 |   477,545,028 |    -24.4% | sector
lts__t_sectors_op_read.sum                                             |   564,719,276 |   476,640,085 |    -15.6% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,811,266 |     -5.3% | cycle
