Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,440,279 |    -51.4% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     380,130.9 |    -22.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |       1,554.0 |    -16.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     525,884.8 |    -16.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,242,230 |    52,330,050 |     15.7% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,481.2 |      86,182.9 |    -15.1% | warp
dram__sectors_read.sum                                                 |    40,825,840 |    46,644,904 |     14.3% | sector
smsp__inst_executed.sum                                                |   161,505,556 |   142,850,437 |    -11.6% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    55,396,172 |     11.0% | 
smsp__warps_issue_stalled_sleeping.avg                                 |     129,827.1 |     116,367.1 |    -10.4% | warp
smsp__cycles_active.avg                                                |     3,209,261 |     2,938,029 |     -8.5% | cycle
