Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |       9,453.6 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,701.4 |     222,984.1 |    140.5% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,538,678 |         595.0 |   -100.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     432,235.0 |       1,702.0 |    -99.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,989,580 |      84,004.0 |    -99.6% | 
dram__sectors_write.sum                                                |    43,734,200 |     232,760.0 |    -99.5% | sector
lts__t_sectors_op_write.sum                                            |    66,843,374 |     405,652.0 |    -99.4% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,177.6 |         17.67 |    -99.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      25,783.5 |         235.0 |    -99.1% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,531.5 |       1,317.5 |    -95.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         577.9 |         29.88 |    -94.8% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,961.3 |     267,031.0 |     89.4% | warp
smsp__inst_executed.sum                                                |   141,729,628 |    44,819,182 |    -68.4% | inst
dram__sectors_read.sum                                                 |    89,189,752 |   133,832,824 |     50.1% | sector
launch__registers_per_thread                                           |         186.0 |         96.00 |    -48.4% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,424,256 |     1,614,235 |    -33.4% | warp
lts__t_sectors.sum                                                     |   631,812,727 |   566,087,195 |    -10.4% | sector
smsp__cycles_active.avg                                                |     1,913,017 |     1,811,203 |     -5.3% | cycle
