Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         526.7 |      30,336.8 |   5659.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         185.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,398.1 |          0.00 |   -100.0% | warp
lts__t_sectors_op_write.sum                                            |     2,128,541 |     1,063,137 |    -50.1% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,809,838 |     1,541,545 |    -45.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      87,827.9 |      68,984.0 |    -21.5% | warp
smsp__inst_executed.sum                                                |    54,982,232 |    65,775,099 |     19.6% | inst
dram__sectors_read.sum                                                 |    27,590,704 |    22,391,568 |    -18.8% | sector
dram__bytes_read.sum                                                   |         882.9 |         716.5 |    -18.8% | Mbyte
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,907.0 |       1,554.0 |    -18.5% | 
dram__sectors_write.sum                                                |     119,992.0 |     110,464.0 |     -7.9% | sector
lts__t_sectors.sum                                                     |   519,475,593 |   491,926,197 |     -5.3% | sector
lts__t_sectors_op_read.sum                                             |   517,227,971 |   490,750,111 |     -5.1% | sector
